"state","date","cases","deaths","cases_weekly_change","new_cases","deaths_weekly_change","new_deaths"
"Idaho","2021-10-24","285310","3414","0.02916038","8084.0","0.047560573","155.0"
"Illinois","2021-10-24","1686159","28414","0.009024143","15080.0","0.0076959133","217.0"
"Indiana","2021-10-24","1011223","16470","0.011354446","11353.0","0.0138504505","225.0"
"Iowa","2021-10-24","479153","6848","0.014443278","6822.0","0.014819264","100.0"
"Kansas","2021-10-24","429760","6238","0.013326764","5652.0","0.0062913895","39.0"
"Kentucky","2021-10-24","740355","9666","0.013972402","10202.0","0.030820131","289.0"
"Louisiana","2021-10-24","755631","14462","0.004996896","3757.0","0.009845734","141.0"
"Maine","2021-10-24","100967","1122","0.033174753","3242.0","0.024657488","27.0"
"Maryland","2021-10-24","556314","10806","0.0100438595","5532.0","0.009152055","98.0"
"Massachusetts","2021-10-24","842652","18911","0.011209488","9341.0","0.0044083595","83.0"
"Michigan","2021-10-24","1244670","23286","0.022390127","27258.0","0.014728904","338.0"
"Minnesota","2021-10-24","770370","8661","0.019648552","14845.0","0.0152385235","130.0"
"Mississippi","2021-10-24","501097","9990","0.0066434145","3307.0","0.0073610544","73.0"
"Missouri","2021-10-24","865148","12672","0.007892847","6775.0","0.00899756","113.0"
"Montana","2021-10-24","170756","2247","0.035851598","5910.0","0.053445816","114.0"
"Nebraska","2021-10-24","279799","2754","0.014889717","4105.0","0.011013269","30.0"
"Nevada","2021-10-24","445677","7523","0.010557294","4656.0","0.013608217","101.0"
"New Hampshire","2021-10-24","131790","1543","0.02923143","3743.0","0.015131593","23.0"
"New Jersey","2021-10-24","1189496","27851","0.006951809","8212.0","0.0045446157","126.0"
"New Mexico","2021-10-24","268891","4989","0.019472599","5136.0","0.011557221","57.0"
"New York","2021-10-24","2531418","55756","0.010837913","27141.0","0.0043592453","242.0"
"North Carolina","2021-10-24","1465671","17783","0.011503816","16669.0","0.017799854","311.0"
"North Dakota","2021-10-24","144783","1753","0.023071289","3265.0","0.022753835","39.0"
"Northern Mariana Islands","2021-10-24","290","3","0.02836883","8.0","0.0","0.0"
"Ohio","2021-10-24","1521844","23955","0.016816616","25169.0","0.02692163","628.0"
"Oklahoma","2021-10-24","638957","10540","0.011212707","7085.0","0.12103808","1138.0"
"Oregon","2021-10-24","357526","4284","0.025117159","8760.0","0.029560208","123.0"
"Pennsylvania","2021-10-24","1538296","30972","0.018449068","27866.0","0.018212914","554.0"
"Puerto Rico","2021-10-24","217762","3221","0.0033774376","733.0","0.004365444","14.0"
"Rhode Island","2021-10-24","177998","2872","0.009030342","1593.0","0.0041958094","12.0"
"South Carolina","2021-10-24","891072","13472","0.00802052","7090.0","0.018137813","240.0"
"South Dakota","2021-10-24","152308","2218","0.015413761","2312.0","0.013248086","29.0"
"Tennessee","2021-10-24","1243433","16025","0.00771451","9519.0","0.020960808","329.0"
"Texas","2021-10-24","4202609","70593","0.0074706078","31163.0","0.017586112","1220.0"
"Utah","2021-10-24","539002","3128","0.018420339","9749.0","0.019889116","61.0"
"Vermont","2021-10-24","38843","351","0.040864944","1525.0","0.017391324","6.0"
"Virgin Islands","2021-10-24","7126","78","0.021209478","148.0","0.03999996","3.0"
"Virginia","2021-10-24","914755","13668","0.013087273","11817.0","0.020685554","277.0"
"Washington","2021-10-24","713073","8501","0.022438288","15649.0","0.024834275","206.0"
"West Virginia","2021-10-24","266521","4263","0.023333192","6077.0","0.03773129","155.0"
"Wisconsin","2021-10-24","867697","9259","0.014431477","12344.0","0.010587215","97.0"
"Wyoming","2021-10-24","100174","1149","0.03126514","3037.0","0.06388891","69.0"
"Alabama","2021-10-25","820312","15407","0.0073051453","5949.0","0.015020728","228.0"
"Alaska","2021-10-25","134059","685","0.05647278","7166.0","0.14357257","86.0"
"American Samoa","2021-10-25","1","0","0.0","0.0","NaN","0.0"
"Arizona","2021-10-25","1149982","20866","0.015906692","18006.0","0.01740694","357.0"
"Arkansas","2021-10-25","510406","8292","0.0065233707","3308.0","0.010972977","90.0"
"California","2021-10-25","4872707","71639","0.005706191","27647.0","0.009270072","658.0"
"Colorado","2021-10-25","731603","8273","0.024994254","17840.0","0.021484137","174.0"
"Connecticut","2021-10-25","401125","8739","0.0071685314","2855.0","0.002408862","21.0"
"Delaware","2021-10-25","142600","2064","0.015221238","2138.0","0.015748024","32.0"
"District of Columbia","2021-10-25","63879","1186","0.009067178","574.0","0.0016891956","2.0"
"Florida","2021-10-25","3639280","58933","0.003623128","13138.0","0.013604641","791.0"
"Georgia","2021-10-25","1592167","27631","0.0058016777","9184.0","0.024432778","659.0"
"Guam","2021-10-25","18640","228","0.037861943","680.0","0.017857194","4.0"
"Hawaii","2021-10-25","80807","885","0.010833025","866.0","0.013745666","12.0"
"Idaho","2021-10-25","286399","3429","0.028303623","7883.0","0.039405823","130.0"
"Illinois","2021-10-25","1691341","28477","0.008854747","14845.0","0.0073934793","209.0"
"Indiana","2021-10-25","1014742","16524","0.011003256","11044.0","0.0131828785","215.0"
"Iowa","2021-10-25","479153","6848","0.014443278","6822.0","0.014819264","100.0"
"Kansas","2021-10-25","431258","6268","0.01329422","5658.0","0.010478854","65.0"
"Kentucky","2021-10-25","742856","9741","0.01329267","9745.0","0.027748466","263.0"
"Louisiana","2021-10-25","756509","14480","0.0047254562","3558.0","0.009059191","130.0"
"Maine","2021-10-25","100967","1122","0.033185244","3243.0","0.024657488","27.0"
"Maryland","2021-10-25","556826","10811","0.009664655","5330.0","0.008300662","89.0"
"Massachusetts","2021-10-25","846044","18931","0.011648893","9742.0","0.0049368143","93.0"
"Michigan","2021-10-25","1253227","23342","0.021591425","26487.0","0.01504612","346.0"
"Minnesota","2021-10-25","773351","8683","0.019746184","14975.0","0.01436913","123.0"
"Mississippi","2021-10-25","501652","10024","0.0062018633","3092.0","0.008552194","85.0"
"Missouri","2021-10-25","865878","12673","0.008080959","6941.0","0.008996844","113.0"
"Montana","2021-10-25","172170","2260","0.036413193","6049.0","0.0352726","77.0"
"Nebraska","2021-10-25","280836","2755","0.014518619","4019.0","0.0047410727","13.0"
"Nevada","2021-10-25","447173","7547","0.010743141","4753.0","0.01288414","96.0"
"New Hampshire","2021-10-25","132441","1543","0.02142477","2778.0","0.012467146","19.0"
"New Jersey","2021-10-25","1190439","27863","0.0070961714","8388.0","0.0045427084","126.0"
"New Mexico","2021-10-25","271212","5004","0.021006465","5580.0","0.012135863","60.0"
"New York","2021-10-25","2536439","55806","0.01066792","26773.0","0.0044819117","249.0"
"North Carolina","2021-10-25","1471333","17885","0.010557294","15371.0","0.018914104","332.0"
"North Dakota","2021-10-25","145038","1753","0.023434043","3321.0","0.022753835","39.0"
"Northern Mariana Islands","2021-10-25","291","3","0.006920457","2.0","0.0","0.0"
"Ohio","2021-10-25","1524169","23955","0.01646161","24684.0","0.02692163","628.0"
"Oklahoma","2021-10-25","639720","10540","0.006730795","4277.0","0.12103808","1138.0"
"Oregon","2021-10-25","359733","4295","0.021893263","7707.0","0.026284337","110.0"
"Pennsylvania","2021-10-25","1540721","30976","0.018098474","27389.0","0.014841318","453.0"
"Puerto Rico","2021-10-25","217818","3221","0.0032980442","716.0","0.004365444","14.0"
"Rhode Island","2021-10-25","178461","2874","0.007958055","1409.0","0.0045439005","13.0"
"South Carolina","2021-10-25","893626","13559","0.006862879","6091.0","0.018019319","240.0"
"South Dakota","2021-10-25","152603","2220","0.0149850845","2253.0","0.008174419","18.0"
"Tennessee","2021-10-25","1243433","16025","0.005167961","6393.0","0.01720202","271.0"
"Texas","2021-10-25","4207000","70665","0.0073189735","30567.0","0.017611861","1223.0"
"Utah","2021-10-25","542639","3149","0.019444346","10350.0","0.019093871","59.0"
"Vermont","2021-10-25","38982","351","0.038993597","1463.0","0.014450908","5.0"
"Virgin Islands","2021-10-25","7145","80","0.009323359","66.0","0.025641084","2.0"
"Virginia","2021-10-25","918700","13745","0.011915684","10818.0","0.019205093","259.0"
"Washington","2021-10-25","718388","8531","0.027074099","18937.0","0.027583718","229.0"
"West Virginia","2021-10-25","267398","4292","0.023991585","6265.0","0.03821969","158.0"
"Wisconsin","2021-10-25","872164","9299","0.01629138","13981.0","0.014731526","135.0"
"Wyoming","2021-10-25","101083","1149","0.029725432","2918.0","0.06388891","69.0"
"Alabama","2021-10-26","821255","15424","0.0072743893","5931.0","0.010548353","161.0"
"Alaska","2021-10-26","134802","696","0.03923273","5089.0","0.046616554","31.0"
"American Samoa","2021-10-26","1","0","0.0","0.0","NaN","0.0"
"Arizona","2021-10-26","1150432","20967","0.011247873","12796.0","0.013927221","288.0"
"Arkansas","2021-10-26","510908","8306","0.006201744","3149.0","0.010339379","85.0"
"California","2021-10-26","4890036","71800","0.008415937","40811.0","0.010612845","754.0"
"Colorado","2021-10-26","734192","8293","0.025170088","18026.0","0.019798279","161.0"
"Connecticut","2021-10-26","401379","8752","0.0060153008","2400.0","0.0035545826","31.0"
"Delaware","2021-10-26","142707","2068","0.014617801","2056.0","0.015218496","31.0"
"District of Columbia","2021-10-26","63919","1187","0.009061456","574.0","0.0016877651","2.0"
"Florida","2021-10-26","3641304","58933","0.0035940409","13040.0","0.013587236","790.0"
"Georgia","2021-10-26","1593323","27725","0.005496621","8710.0","0.022911787","621.0"
"Guam","2021-10-26","18792","231","0.036914468","669.0","0.01762116","4.0"
"Hawaii","2021-10-26","80876","885","0.010886788","871.0","0.013745666","12.0"
"Idaho","2021-10-26","287743","3474","0.027679205","7750.0","0.04733193","157.0"
"Illinois","2021-10-26","1693530","28517","0.008937597","15002.0","0.007952809","225.0"
"Indiana","2021-10-26","1016155","16567","0.010865092","10922.0","0.012034178","197.0"
"Iowa","2021-10-26","481207","6848","0.014742255","6991.0","0.014819264","100.0"
"Kansas","2021-10-26","431264","6268","0.012687206","5403.0","0.011294007","70.0"
"Kentucky","2021-10-26","744278","9767","0.012485385","9178.0","0.025084019","239.0"
"Louisiana","2021-10-26","756969","14496","0.004561186","3437.0","0.0075062513","108.0"
"Maine","2021-10-26","101849","1147","0.03287804","3242.0","0.040834904","45.0"
"Maryland","2021-10-26","557423","10827","0.009754777","5385.0","0.008570075","92.0"
"Massachusetts","2021-10-26","847512","18956","0.010932207","9165.0","0.0048769712","92.0"
"Michigan","2021-10-26","1253227","23342","0.021591425","26487.0","0.01504612","346.0"
"Minnesota","2021-10-26","779873","8705","0.020724058","15834.0","0.01445055","124.0"
"Mississippi","2021-10-26","503322","10057","0.0069702864","3484.0","0.010043144","100.0"
"Missouri","2021-10-26","866899","12725","0.008128762","6990.0","0.00768137","97.0"
"Montana","2021-10-26","173296","2305","0.034930468","5849.0","0.04487765","99.0"
"Nebraska","2021-10-26","281689","2755","0.015329719","4253.0","0.003643036","10.0"
"Nevada","2021-10-26","447897","7577","0.01009655","4477.0","0.014867425","111.0"
"New Hampshire","2021-10-26","132441","1543","0.018463492","2401.0","0.007180214","11.0"
"New Jersey","2021-10-26","1191912","27896","0.007287264","8623.0","0.004609585","128.0"
"New Mexico","2021-10-26","271898","5014","0.021604538","5750.0","0.012111425","60.0"
"New York","2021-10-26","2538935","55840","0.010336399","25975.0","0.00453341","252.0"
"North Carolina","2021-10-26","1472579","17906","0.010422707","15190.0","0.017791152","313.0"
"North Dakota","2021-10-26","145779","1770","0.023434281","3338.0","0.026682138","46.0"
"Northern Mariana Islands","2021-10-26","291","3","0.006920457","2.0","0.0","0.0"
"Ohio","2021-10-26","1527976","24164","0.016548395","24874.0","0.023204565","548.0"
"Oklahoma","2021-10-26","641497","10540","0.00885725","5632.0","0.12020409","1131.0"
"Oregon","2021-10-26","361240","4318","0.022277117","7872.0","0.02177","92.0"
"Pennsylvania","2021-10-26","1544463","31055","0.017948508","27232.0","0.0153006315","468.0"
"Puerto Rico","2021-10-26","217837","3223","0.0033208132","721.0","0.0043627024","14.0"
"Rhode Island","2021-10-26","178646","2876","0.007705331","1366.0","0.0031391382","9.0"
"South Carolina","2021-10-26","894221","13565","0.006791353","6032.0","0.018316984","244.0"
"South Dakota","2021-10-26","153321","2228","0.0147794485","2233.0","0.011348128","25.0"
"Tennessee","2021-10-26","1247192","16109","0.0069417953","8598.0","0.016982317","269.0"
"Texas","2021-10-26","4212519","70815","0.007131815","29830.0","0.016741037","1166.0"
"Utah","2021-10-26","544253","3159","0.019903183","10621.0","0.02067852","64.0"
"Vermont","2021-10-26","39072","356","0.037741303","1421.0","0.025936604","9.0"
"Virgin Islands","2021-10-26","7145","80","0.008468628","60.0","0.025641084","2.0"
"Virginia","2021-10-26","919999","13793","0.011544824","10500.0","0.018835902","255.0"
"Washington","2021-10-26","720376","8572","0.021995425","15504.0","0.022789598","191.0"
"West Virginia","2021-10-26","268112","4316","0.023758054","6222.0","0.04125452","171.0"
"Wisconsin","2021-10-26","875162","9344","0.017378211","14949.0","0.017754078","163.0"
"Wyoming","2021-10-26","101424","1174","0.028985381","2857.0","0.033450723","38.0"
"Alabama","2021-10-27","828648","15432","0.0155136585","12659.0","0.007902861","121.0"
"Alaska","2021-10-27","135362","698","0.03704214","4835.0","0.037147045","25.0"
"American Samoa","2021-10-27","1","0","0.0","0.0","NaN","0.0"
"Arizona","2021-10-27","1156731","21048","0.01500845","17104.0","0.015487075","321.0"
"Arkansas","2021-10-27","511467","8325","0.0059713125","3036.0","0.011543155","95.0"
"California","2021-10-27","4895127","71935","0.008602023","41749.0","0.010436535","743.0"
"Colorado","2021-10-27","736964","8316","0.025729418","18486.0","0.01999259","163.0"
"Connecticut","2021-10-27","401716","8752","0.005891919","2353.0","0.0035545826","31.0"
"Delaware","2021-10-27","142969","2069","0.014367461","2025.0","0.013718724","28.0"
"District of Columbia","2021-10-27","63990","1187","0.009305954","590.0","0.0016877651","2.0"
"Florida","2021-10-27","3643191","58933","0.0034030676","12356.0","0.013587236","790.0"
"Georgia","2021-10-27","1595294","27830","0.0056165457","8910.0","0.021097064","575.0"
"Guam","2021-10-27","18913","233","0.043591022","790.0","0.02643168","6.0"
"Hawaii","2021-10-27","81051","886","0.011380196","912.0","0.014891148","13.0"
"Idaho","2021-10-27","288981","3502","0.026418686","7438.0","0.04474938","150.0"
"Illinois","2021-10-27","1695554","28550","0.008699894","14624.0","0.0072678328","206.0"
"Indiana","2021-10-27","1018217","16632","0.0109523535","11031.0","0.0127260685","209.0"
"Iowa","2021-10-27","483736","6965","0.014732122","7023.0","0.017085314","117.0"
"Kansas","2021-10-27","433794","6370","0.013861895","5931.0","0.025269628","157.0"
"Kentucky","2021-10-27","745798","9790","0.011973262","8824.0","0.02085507","200.0"
"Louisiana","2021-10-27","757739","14506","0.004922867","3712.0","0.005684972","82.0"
"Maine","2021-10-27","102469","1154","0.032370806","3213.0","0.040577054","45.0"
"Maryland","2021-10-27","558154","10840","0.009767413","5399.0","0.0077159405","83.0"
"Massachusetts","2021-10-27","848947","18970","0.01087141","9130.0","0.0050331354","95.0"
"Michigan","2021-10-27","1263000","23502","0.022253275","27494.0","0.015161276","351.0"
"Minnesota","2021-10-27","781672","8736","0.020612717","15787.0","0.014280796","123.0"
"Mississippi","2021-10-27","503666","10059","0.0067561865","3380.0","0.009129167","91.0"
"Missouri","2021-10-27","868264","12747","0.008021116","6909.0","0.0075883865","96.0"
"Montana","2021-10-27","174282","2323","0.033100605","5584.0","0.04404497","98.0"
"Nebraska","2021-10-27","282287","2759","0.014785767","4113.0","0.0040029287","11.0"
"Nevada","2021-10-27","448636","7600","0.010132074","4500.0","0.015499711","116.0"
"New Hampshire","2021-10-27","132441","1544","0.013980031","1826.0","0.0045542717","7.0"
"New Jersey","2021-10-27","1193201","27929","0.007434964","8806.0","0.005254984","146.0"
"New Mexico","2021-10-27","272855","5029","0.022783041","6078.0","0.012278557","61.0"
"New York","2021-10-27","2543076","55879","0.010064244","25339.0","0.004566312","254.0"
"North Carolina","2021-10-27","1474856","17953","0.010139346","14804.0","0.016763926","296.0"
"North Dakota","2021-10-27","146423","1782","0.023801088","3404.0","0.028868318","50.0"
"Northern Mariana Islands","2021-10-27","291","3","0.006920457","2.0","0.0","0.0"
"Ohio","2021-10-27","1531815","24164","0.016010761","24139.0","0.023204565","548.0"
"Oklahoma","2021-10-27","642362","10710","0.008797646","5602.0","0.016129017","170.0"
"Oregon","2021-10-27","362561","4334","0.022217155","7880.0","0.023376584","99.0"
"Pennsylvania","2021-10-27","1548641","31197","0.018296719","27826.0","0.015494347","476.0"
"Puerto Rico","2021-10-27","217928","3227","0.003153205","685.0","0.004357338","14.0"
"Rhode Island","2021-10-27","178907","2877","0.007881284","1399.0","0.0027884245","8.0"
"South Carolina","2021-10-27","894924","13604","0.006554961","5828.0","0.017654061","236.0"
"South Dakota","2021-10-27","153774","2231","0.014648199","2220.0","0.011791348","26.0"
"Tennessee","2021-10-27","1248393","16160","0.006390333","7927.0","0.015139103","241.0"
"Texas","2021-10-27","4216736","71052","0.006731987","28197.0","0.01642251","1148.0"
"Utah","2021-10-27","546323","3181","0.021084309","11281.0","0.024146795","75.0"
"Vermont","2021-10-27","39233","358","0.03878951","1465.0","0.02578795","9.0"
"Virgin Islands","2021-10-27","7145","80","0.00647974","46.0","0.025641084","2.0"
"Virginia","2021-10-27","921630","13827","0.011312127","10309.0","0.017813802","242.0"
"Washington","2021-10-27","722300","8617","0.02096486","14832.0","0.022061467","186.0"
"West Virginia","2021-10-27","269131","4346","0.023693204","6229.0","0.030101895","127.0"
"Wisconsin","2021-10-27","877415","9370","0.017121792","14770.0","0.01770389","163.0"
"Wyoming","2021-10-27","101912","1174","0.02934134","2905.0","0.033450723","38.0"
"Alabama","2021-10-28","830789","15484","0.016810417","13735.0","0.010704994","164.0"
"Alaska","2021-10-28","136171","703","0.035150886","4624.0","0.043026686","29.0"
"American Samoa","2021-10-28","1","0","0.0","0.0","NaN","0.0"
"Arizona","2021-10-28","1159526","21037","0.015238285","17404.0","0.012562513","261.0"
"Arkansas","2021-10-28","511984","8344","0.005987048","3047.0","0.012990117","107.0"
"California","2021-10-28","4908206","72026","0.009753346","47409.0","0.009205699","657.0"
"Colorado","2021-10-28","741322","8349","0.028081775","20249.0","0.021409392","175.0"
"Connecticut","2021-10-28","402159","8751","0.0059683323","2386.0","0.0034400225","30.0"
"Delaware","2021-10-28","143281","2073","0.013854742","1958.0","0.013691902","28.0"
"District of Columbia","2021-10-28","64108","1188","0.009988308","634.0","0.0016863346","2.0"
"Florida","2021-10-28","3645212","59495","0.0033346415","12115.0","0.015134454","887.0"
"Georgia","2021-10-28","1596819","27916","0.0056390762","8954.0","0.020470858","560.0"
"Guam","2021-10-28","19009","236","0.036025763","661.0","0.03964758","9.0"
"Hawaii","2021-10-28","81168","888","0.011048675","887.0","0.012542725","11.0"
"Idaho","2021-10-28","289852","3510","0.02470088","6987.0","0.03907633","132.0"
"Illinois","2021-10-28","1698284","28591","0.008946538","15059.0","0.0073637962","209.0"
"Indiana","2021-10-28","1020286","16666","0.010846734","10948.0","0.013192296","217.0"
"Iowa","2021-10-28","483736","6965","0.014732122","7023.0","0.017085314","117.0"
"Kansas","2021-10-28","433841","6371","0.01359272","5818.0","0.025265574","157.0"
"Kentucky","2021-10-28","747417","9830","0.011777163","8700.0","0.020026922","193.0"
"Louisiana","2021-10-28","758230","14525","0.0043447018","3280.0","0.005468607","79.0"
"Maine","2021-10-28","103041","1160","0.032402515","3234.0","0.042228222","47.0"
"Maryland","2021-10-28","559083","10854","0.009495854","5259.0","0.007705927","83.0"
"Massachusetts","2021-10-28","850531","18985","0.011094928","9333.0","0.004709959","89.0"
"Michigan","2021-10-28","1263000","23502","0.022253275","27494.0","0.015161276","351.0"
"Minnesota","2021-10-28","784357","8777","0.020984411","16121.0","0.015974045","138.0"
"Mississippi","2021-10-28","504009","10064","0.0065926313","3301.0","0.00872004","87.0"
"Missouri","2021-10-28","869457","12756","0.007898927","6814.0","0.0077421665","98.0"
"Montana","2021-10-28","175264","2329","0.032945514","5590.0","0.03880465","87.0"
"Nebraska","2021-10-28","283153","2762","0.014972568","4177.0","0.0047290325","13.0"
"Nevada","2021-10-28","449322","7631","0.010041475","4467.0","0.015706062","118.0"
"New Hampshire","2021-10-28","132441","1544","0.009035826","1186.0","0.0032488108","5.0"
"New Jersey","2021-10-28","1195166","27949","0.007844925","9303.0","0.0051789284","144.0"
"New Mexico","2021-10-28","274155","5041","0.02331388","6246.0","0.013266325","66.0"
"New York","2021-10-28","2546275","55902","0.009584427","24173.0","0.0042756796","238.0"
"North Carolina","2021-10-28","1477433","18001","0.009890914","14470.0","0.016259193","288.0"
"North Dakota","2021-10-28","147089","1787","0.024617791","3534.0","0.028785229","50.0"
"Northern Mariana Islands","2021-10-28","291","3","0.006920457","2.0","0.0","0.0"
"Ohio","2021-10-28","1536005","24164","0.016037583","24245.0","0.023204565","548.0"
"Oklahoma","2021-10-28","643058","10710","0.008073211","5150.0","0.016129017","170.0"
"Oregon","2021-10-28","363648","4358","0.021308184","7587.0","0.01941526","83.0"
"Pennsylvania","2021-10-28","1552953","31292","0.017787218","27140.0","0.015479445","477.0"
"Puerto Rico","2021-10-28","218059","3228","0.0032066107","697.0","0.004043579","13.0"
"Rhode Island","2021-10-28","179171","2878","0.007688284","1367.0","0.0024381876","7.0"
"South Carolina","2021-10-28","895738","13670","0.006443739","5735.0","0.019236445","258.0"
"South Dakota","2021-10-28","154086","2234","0.0139170885","2115.0","0.009033442","20.0"
"Tennessee","2021-10-28","1250008","16187","0.0063934326","7941.0","0.013524532","216.0"
"Texas","2021-10-28","4222837","71214","0.006819606","28603.0","0.015486002","1086.0"
"Utah","2021-10-28","548185","3190","0.02010107","10802.0","0.023091674","72.0"
"Vermont","2021-10-28","39559","360","0.03856659","1469.0","0.025641084","9.0"
"Virgin Islands","2021-10-28","7172","81","0.0102831125","73.0","0.038461566","3.0"
"Virginia","2021-10-28","923125","13870","0.010979056","10025.0","0.018056393","246.0"
"Washington","2021-10-28","725516","8646","0.02096343","14897.0","0.020177007","171.0"
"West Virginia","2021-10-28","270082","4409","0.023030162","6080.0","0.040349245","171.0"
"Wisconsin","2021-10-28","880005","9390","0.016971827","14686.0","0.017775893","164.0"
"Wyoming","2021-10-28","102403","1174","0.027503014","2741.0","0.02175808","25.0"
"Alabama","2021-10-29","831165","15532","0.015284896","12513.0","0.010014296","154.0"
"Alaska","2021-10-29","136975","707","0.03460908","4582.0","0.039705873","27.0"
"American Samoa","2021-10-29","1","0","0.0","0.0","NaN","0.0"
"Arizona","2021-10-29","1163217","21100","0.015736222","18021.0","0.013156652","274.0"
"Arkansas","2021-10-29","512530","8353","0.0058305264","2971.0","0.011871576","98.0"
"California","2021-10-29","4915206","72140","0.009892464","48147.0","0.008894563","636.0"
"Colorado","2021-10-29","744657","8370","0.028426647","20583.0","0.020482779","168.0"
"Connecticut","2021-10-29","402583","8764","0.0058891773","2357.0","0.0028607845","25.0"
"Delaware","2021-10-29","143563","2089","0.013025999","1846.0","0.021515846","44.0"
"District of Columbia","2021-10-29","64240","1190","0.010253549","652.0","0.0033726692","4.0"
"Florida","2021-10-29","3647277","59670","0.0033426285","12151.0","0.014744163","867.0"
"Georgia","2021-10-29","1598021","28038","0.0053753853","8544.0","0.019081831","525.0"
"Guam","2021-10-29","19120","239","0.036820173","679.0","0.04824567","11.0"
"Hawaii","2021-10-29","81311","893","0.011343479","912.0","0.014772773","13.0"
"Idaho","2021-10-29","290927","3535","0.023144364","6581.0","0.038484097","131.0"
"Illinois","2021-10-29","1700907","28620","0.008746505","14748.0","0.0072499514","206.0"
"Indiana","2021-10-29","1022202","16683","0.010857105","10979.0","0.012932658","213.0"
"Iowa","2021-10-29","483736","6965","0.014732122","7023.0","0.017085314","117.0"
"Kansas","2021-10-29","435701","6438","0.013823986","5941.0","0.032061577","200.0"
"Kentucky","2021-10-29","748786","9852","0.011483431","8501.0","0.019559145","189.0"
"Louisiana","2021-10-29","758471","14547","0.0037584305","2840.0","0.005877495","85.0"
"Maine","2021-10-29","103671","1163","0.032764792","3289.0","0.043049335","48.0"
"Maryland","2021-10-29","559994","10865","0.009567499","5307.0","0.007417679","80.0"
"Massachusetts","2021-10-29","851922","18996","0.011000991","9270.0","0.0044947863","85.0"
"Michigan","2021-10-29","1272713","23638","0.022530437","28043.0","0.015116334","352.0"
"Minnesota","2021-10-29","787674","8793","0.022461891","17304.0","0.015240788","132.0"
"Mississippi","2021-10-29","504318","10075","0.006427884","3221.0","0.008508563","85.0"
"Missouri","2021-10-29","870554","12768","0.007940292","6858.0","0.00789392","100.0"
"Montana","2021-10-29","176040","2346","0.030944705","5284.0","0.0440588","99.0"
"Nebraska","2021-10-29","283813","2767","0.0143460035","4014.0","0.0047204494","13.0"
"Nevada","2021-10-29","449322","7631","0.008178592","3645.0","0.014356017","108.0"
"New Hampshire","2021-10-29","134517","1565","0.02069199","2727.0","0.014257908","22.0"
"New Jersey","2021-10-29","1196472","27961","0.007496834","8903.0","0.004779339","133.0"
"New Mexico","2021-10-29","275209","5051","0.023496509","6318.0","0.01242733","62.0"
"New York","2021-10-29","2552009","55942","0.010375738","26207.0","0.0043087006","240.0"
"North Carolina","2021-10-29","1479634","18068","0.009549379","13996.0","0.016026497","285.0"
"North Dakota","2021-10-29","147607","1792","0.024173737","3484.0","0.024585485","43.0"
"Northern Mariana Islands","2021-10-29","291","3","0.003448248","1.0","0.0","0.0"
"Ohio","2021-10-29","1539490","24527","0.015603304","23652.0","0.023878098","572.0"
"Oklahoma","2021-10-29","643978","10710","0.007858157","5021.0","0.016129017","170.0"
"Oregon","2021-10-29","365053","4372","0.021052957","7527.0","0.020541549","88.0"
"Pennsylvania","2021-10-29","1557459","31377","0.017741561","27150.0","0.015338302","474.0"
"Puerto Rico","2021-10-29","218217","3229","0.0033288002","724.0","0.003106594","10.0"
"Rhode Island","2021-10-29","179405","2878","0.00790453","1407.0","0.0020891428","6.0"
"South Carolina","2021-10-29","897152","13716","0.0068233013","6080.0","0.018111587","244.0"
"South Dakota","2021-10-29","154482","2235","0.014273763","2174.0","0.0076645613","17.0"
"Tennessee","2021-10-29","1251111","16216","0.006174803","7678.0","0.011918902","191.0"
"Texas","2021-10-29","4227048","71404","0.0067995787","28548.0","0.014910102","1049.0"
"Utah","2021-10-29","549998","3208","0.020400643","10996.0","0.0255754","80.0"
"Vermont","2021-10-29","39788","364","0.038308978","1468.0","0.037037015","13.0"
"Virgin Islands","2021-10-29","7204","81","0.010945797","78.0","0.038461566","3.0"
"Virginia","2021-10-29","924771","13907","0.010949373","10016.0","0.017486095","239.0"
"Washington","2021-10-29","727761","8686","0.020686865","14750.0","0.021762133","185.0"
"West Virginia","2021-10-29","270984","4426","0.022557974","5978.0","0.038236022","163.0"
"Wisconsin","2021-10-29","882618","9416","0.01719606","14921.0","0.016956449","157.0"
"Wyoming","2021-10-29","102926","1174","0.027472258","2752.0","0.02175808","25.0"
"Alabama","2021-10-30","831653","15573","0.014709711","12056.0","0.010839939","167.0"
"Alaska","2021-10-30","136975","707","0.03460908","4582.0","0.039705873","27.0"
"American Samoa","2021-10-30","1","0","0.0","0.0","NaN","0.0"
"Arizona","2021-10-30","1166060","21153","0.015430093","17719.0","0.014240503","297.0"
"Arkansas","2021-10-30","512994","8370","0.005872607","2995.0","0.012459159","103.0"
"California","2021-10-30","4916614","72144","0.009940743","48394.0","0.008738995","625.0"
"Colorado","2021-10-30","744657","8370","0.02751565","19941.0","0.018496037","152.0"
"Connecticut","2021-10-30","402583","8764","0.0058891773","2357.0","0.0028607845","25.0"
"Delaware","2021-10-30","143950","2091","0.013318539","1892.0","0.013081431","27.0"
"District of Columbia","2021-10-30","64240","1190","0.010253549","652.0","0.0033726692","4.0"
"Florida","2021-10-30","3648943","59670","0.0038009882","13817.0","0.014744163","867.0"
"Georgia","2021-10-30","1598021","28038","0.0053753853","8544.0","0.019081831","525.0"
